Time,F-Scale,Location,County,State,Lat,Lon,Comments
2051,UNK,1 SE MT EVANS,CLEAR CREEK,CO,39.58,-105.63,TORNADO SPOTTED AT SOUTHEAST CORNER OF MT. EVANS NEAR LINCOLN LAKE AT 12,500 FT. TORNADO WAS BRIEF WITH NO DAMAGE. TORNADO BECAME A FUNNEL CLOUD AND DISSIPATED. (BOU)
2051,UNK,2 NE MT EVANS,CLEAR CREEK,CO,39.61,-105.62,TORNADO ELEVATION ESTIMATED NEAR 11,900 TO 12,000 FT. TORNADO WAS BRIEF WITH NO DAMAGE. TORNADO BECAME A FUNNEL CLOUD AND DISSIPATED. (BOU)
