Time,F-Scale,Location,County,State,Lat,Lon,Comments
2325,UNK,3 W RUSHVILLE,RUSH,IN,39.61,-85.5,COUNTY DEPUTY REPORTED A TORNADO ON THE GROUND AT COUNTY ROAD 350 WEST AND STATE ROAD 44. (IND)
0017,UNK,HOLTON,RIPLEY,IN,39.08,-85.38,TORNADO TOUCHDOWN. (ILN)
