Time,F_Scale,Location,County,State,Lat,Lon,Comments
2137,UNK,3 W MARION,WAUPACA,WI,44.66,-88.95,A WEAK TORNADO /EF1/ DESTROYED A BARN AND A GARAGE. IT ALSO PARTIALLY TORE THE ROOF OFF A HOME...DAMAGED WINDOWS TO ANOTHER HOUSE...AND SNAPPED AND UPROOTED SEVERAL TRE (GRB)
2140,UNK,3 SW MARION,WAUPACA,WI,44.63,-88.92,BARN DESTROYED OFF OF GRUENSTERN RD. BRICK HOUSE WITH ROOF DAMAGE. (GRB)
2140,UNK,7 W MARION,WAUPACA,WI,44.66,-89.02,TIME AND LOCATION ESTIMATED (GRB)
2203,UNK,3 SE PELLA,SHAWANO,WI,44.7,-88.76,(GRB)
2203,UNK,2 E PELLA,SHAWANO,WI,44.73,-88.76,A WEAK TORNADO /EF0/ TORE OFF PART OF OF A BARN AND SENT WOODEN PALLETS INTO A NEARBY FIELD. THE TORNADO TRACK WAS 25 YARDS WIDE...81 YARDS LONG AND WAS ON THE GROUND F (GRB)
2204,UNK,2 N GLENAIRE,CLAY,MO,39.24,-94.46,DEBRIS REPORTED WITH THE STORM. (EAX)
2209,UNK,1 SW LIBERTY,CLAY,MO,39.24,-94.43,(EAX)
2212,UNK,2 W EUDORA,DOUGLAS,KS,38.94,-95.14,A TORNADO TOUCHED DOWN 2 MILES WEST OF EUDORA...TRACKING EAST TO PRODUCE SPORADIC DAMAGE TO ROOFS AND TREES THROUGH EUDORA. IT CONTINUED EAST OF THE TOWN ALONG KANSAS H (TOP)
2216,UNK,3 N COURTNEY,CLAY,MO,39.2,-94.39,(EAX)
2221,UNK,3 SE SHAWANO,SHAWANO,WI,44.75,-88.55,BRIEF TOUCHDOWN (GRB)
2225,UNK,1 N CLEARVIEW CITY,JOHNSON,KS,38.96,-95,SPOTTER OBSERVED WEST OF DE SOTO ON K10. (EAX)
2256,UNK,2 E GILLETT,OCONTO,WI,44.89,-88.27,A WEAK TORNADO /EF1/ UPROOTED AND SNAPPED TREES IN HALF AND PRODUCED MINOR DAMAGE TO A HOUSE. THE TORNADO TRACK WAS 50 YARDS WIDE...1340 YARDS LONG AND WAS ON THE GROUN (GRB)
2302,UNK,3 ENE GILLETT,OCONTO,WI,44.92,-88.24,A WEAK TORNADO /EF0/ UPROOTED A SMALL STAND OF TREES AND SNAPPED A SMALL TREE IN HALF. THE TORNADO TRACK WAS 15 YARDS LONG...50 YARDS WIDE AND WAS ON THE GROUND FROM 60 (GRB)
