Time,F-Scale,Location,County,State,Lat,Lon,Comments
2112,UNK,HEMET,RIVERSIDE,CA,33.73,-117,CLOSE TO THE INTERSECTION OF HWY 74 AND HWY 79 IN HEMET (SGX)
