Time,F-Scale,Location,County,State,Lat,Lon,Comments
1025,UNK,9 S SEGUIN,GUADALUPE,TX,29.45,-97.97,EF1 WITH AT LEAST 3 TOUCHDOWNS IN A TRACK ABOUT 2 MILES LONG AND 50 TO 150 YARDS WIDE. DAMAGE MAINLY TO BARNS,BUSINESSES AND HOMES. (EWX)
