Time,F-Scale,Location,County,State,Lat,Lon,Comments
1915,UNK,COUDERSPORT,POTTER,PA,41.77,-78.01,EF0 TORNADO CONFIRMED NEAR COUDERSPORT. MAXIMUM WIND SPEED 80 MPH...PATH LENGTH APPROX ONE-QUARTER MILE. NUMEROUS TREES DOWN...BUT NO INJURIES REPORTED. (CTP)
1915,UNK,1 N COUDERSPORT,POTTER,PA,41.79,-78.01,EF0 TORNADO CONFIRMED NEAR COUDERSPORT (CTP)
1915,UNK,1 NNE COUDERSPORT,POTTER,PA,41.79,-78,EF0 TORNADO CONFIRMED NEAR COUDERSPORT (CTP)
1938,UNK,7 SSW CORNING,STEUBEN,NY,42.05,-77.11,TORNADO TOUCHDOWN NEAR INTERSECTION OF RYERS CREEK ROAD AND RIVER ROAD. TREE DAMAGE...WITH ONE TREE FALLING ON A HOUSE. TORNADO WAS DETERMINED TO BE 100 YARDS WIDE AND (BGM)
1945,UNK,SOUTH CORNING,STEUBEN,NY,42.12,-77.04,TORNADO TOUCH DOWN NEAR SOUTH CORNING CAUSING DAMAGE TO TREES AND HOMES. MINOR ROOF DAMAGE OCCURED ALONG WITH SIDING AND FLASHING DAMAGE. DEBRIS PENETRATED SOME HOUSES. (BGM)
1958,UNK,ELMIRA,CHEMUNG,NY,42.09,-76.81,NUMEROUS TREES DOWN... NUMEROUS ROOFS OFF BUILDINGS... PEOPLE TRAPPED IN VEHICLES (BGM)
2000,UNK,ELMIRA,CHEMUNG,NY,42.09,-76.81,TORNADO TOUCHED DOWN WEST OF ELMIRA NEAR MIRACLE LANE OFF OF ROUTE 352. TRAVELED THROUGH WEST ELMIRA INTO DOWNTOWN ELMIRA ALONG CHURCH STREET. TORNADO WIDENED THROUGH D (BGM)
2100,UNK,1 SE SOUTH MONTROSE,SUSQUEHANNA,PA,41.79,-75.87,PATH OF TREES AND STRUCTURAL DAMAGE APPROXIMATELY 0.8 MILES LONG AND 50-150 YARDS WIDE OCCURRED FROM JOHNSON POND ROAD TO MESHOHPPEN CREEK ROAD. ESTIMATED MAX WIND SPEE (BGM)
2144,UNK,1 SSW FREELAND,LUZERNE,PA,41.01,-75.9,CONFIRMED TORNADO SOUTH-SOUTHWEST OF FREELAND... PA IN FOSTER TOWNSHIP. AT THIS LOCATION...AN OUTDOOR STORAGE BARN WAS DESTROYED ALONG WITH SEVERAL UPROOTED AND SNAPPED (BGM)
