Time,F-Scale,Location,County,State,Lat,Lon,Comments
1655,UNK,1 WSW AMBOY,BLUE EARTH,MN,43.88,-94.18,VERY WEAK EF-0 TORNADO BRIEFLY TOUCHED DOWN AT THE EDGE OF A CORN FIELD ALONG BLUE EARTH COUNTY ROAD 147 ONE HALF MILE WEST OF U.S. HIGHWAY 169 AT APPROXIMATELY 1155 AM (MPX)
0257,UNK,1 NE POLO,HAND,SD,44.79,-99.1,(ABR)
