Time,F_Scale,Location,County,State,Lat,Lon,Comments
2010,UNK,3 NNW NORTH AREA MINE,EUREKA,NV,40.98,-116.38,TORNADO CONFIRMED THROUGH NWS AND BARRICK GOLDSTRIKE MINE SURVEY. THE TORNADO MOVED FROM WEST TO EAST FOR ONE HALF MILE...WITH A WIDTH OF 20 FEET WIDE. WINDS WERE ESTIM (LKN)
2312,UNK,18 E FORT BELKNAP,BLAINE,MT,48.48,-108.37,(TFX)
