Time,F-Scale,Location,County,State,Lat,Lon,Comments
1835,UNK,10 SW ALAMOSA,ALAMOSA,CO,37.37,-106,ONE PUBLIC REPORT OF POSSIBLE TORNADO...WITH NUMEROUS REPORTS OF FUNNEL CLOUDS (PUB)
2231,UNK,2 E PUEBLO WEST,PUEBLO,CO,38.32,-104.72,(PUB)
2252,UNK,1 SE BRONSON,WOODBURY,IA,42.4,-96.2,BRIEF TORNADO DESTROYED ONE VERY OLD FARM OUTBUILDING...AND DAMAGED THE ROOF ON A SECOND...MORE MODERN OUTBUILDING ON NEIGHBORING FARM...AS WELL AS SCATTERED A PILE OF (FSD)
