Time,F-Scale,Location,County,State,Lat,Lon,Comments
1715,UNK,HOYLETON,WASHINGTON,IL,38.45,-89.27,TRAINED SPOTTER OBSERVED A TORNADO IN AN OPEN FIELD 1 MILE SOUTHWEST OF HOYLETON IL (LSX)
