Time,F-Scale,Location,County,State,Lat,Lon,Comments
2034,UNK,N SCOTTSVILLE,MITCHELL,KS,39.54,-97.95,SPOTTER 6 SW OF JAMESTOWN IN CLOUD COUNTY OBSERVED A TORNADO 2 SW OF LOCATION. TORNADO ON THE GROUND FOR APPROXIMATELY 2 MINUTES. (GID)
2035,UNK,WALKER,LIVINGSTON,LA,30.48,-90.87,SHERIFF REPORTED TREES DOWN AND POSSIBLE TORNADO. (NEW)
2100,UNK,CORINTH,ALCORN,MS,34.94,-88.52,TORNADO REPORTED ON THE GRONUD ON NORMAN ROAD SOUTH OF HIGHWAY 72 (MEM)
2359,UNK,1 N GORHAM,RUSSELL,KS,38.9,-99.02,TORNADO ON THE GROUND JUST NORTH OF GORHAM REPORTED BY CITY POLICE. (ICT)
0004,UNK,3 ESE WALDO,RUSSELL,KS,39.1,-98.75,TORNADO ON THE GROUND AND MOVING TO THE SOUTH. (ICT)
0023,UNK,1 S RUSSELL,RUSSELL,KS,38.87,-98.85,BRIEF TOUCH DOWN AND THEN WENT BACK UP. (ICT)
0039,UNK,1 SW RUSSELL,RUSSELL,KS,38.88,-98.87,BRIEF TOUCHDOWN (ICT)
0047,UNK,1 S RUSSELL,RUSSELL,KS,38.87,-98.85,SPOTTER REPORTED A BRIEF TOUCH DOWN. (ICT)
0053,UNK,4 S RUSSELL,RUSSELL,KS,38.83,-98.85,LAW ENFORCEMENT REPORTING A BRIEF TOUCH DOWN. TORNADO WAS MOVING TO THE SOUTHEAST. (ICT)
0053,UNK,3 N PALCO,ROOKS,KS,39.3,-99.56,(GID)
0103,UNK,1 E RUSSELL,RUSSELL,KS,38.89,-98.83,KSN WEATHER SPOTTER REPORTED A BRIEF TOUCH DOWN AT THE EASTERN EXIT TO THE CITY OF RUSSELL ON INTERSTATE 70. (ICT)
0137,UNK,5 S RUSSELL,RUSSELL,KS,38.82,-98.85,TORNADO ON THE GROUND AT 118TH AND SMOKEY RIVER ROAD. TORNADO MOVING TO THE SOUTHEAST AT 15 MPH. (ICT)
0137,UNK,1 NE WALKER,ELLIS,KS,38.87,-99.05,REPORT FROM ICT NWS. (DDC)
0140,UNK,1 E SCHOENCHEN,ELLIS,KS,38.71,-99.31,(DDC)
0144,UNK,3 N SUSANK,BARTON,KS,38.68,-98.77,TORNADO ON THE GROUND AT 194TH AND MICHALF ROAD. (ICT)
0150,UNK,7 SSE BUNKER HILL,RUSSELL,KS,38.78,-98.65,CLASSIC CONE SHAPED TORNADO REPORTED ON THE GROUND. (ICT)
0203,UNK,3 NW GALATIA,BARTON,KS,38.67,-99,TORNADO ON THE GROUND (ICT)
0213,UNK,1 N OLMITZ,BARTON,KS,38.53,-98.94,2 TORNADO ON THE GROUND. (ICT)
0227,UNK,1 S HOISINGTON,BARTON,KS,38.5,-98.78,BRIEF TOUCH DOWN OF TORNADO. (ICT)
