Time,F_Scale,Location,County,State,Lat,Lon,Comments
2120,UNK,12 NE CHUGWATER,GOSHEN,WY,41.88,-104.66,MOVEMENT WAS TO THE SOUTHEAST (CYS)
2153,UNK,5 SW DOUGLAS,CONVERSE,WY,42.7,-105.46,MOVING SOUTHEAST (CYS)
2155,UNK,3 S DOUGLAS,CONVERSE,WY,42.71,-105.39,MOVING SOUTHEAST (CYS)
2156,UNK,8 WNW DOUGLAS,CONVERSE,WY,42.8,-105.54,MOVING TO THE SOUTHEAST (CYS)
2159,UNK,12 SW DOUGLAS,CONVERSE,WY,42.63,-105.56,TORNADO PRODUCED DAMAGE ON RANCH. ROOF TAKEN OFF OF THE RANCH HOUSE. SEVERAL OUTBUILDINGS DAMAGED OR DESTROYED. SEVERAL FUEL TANKS OVERTURNED. (CYS)
2159,UNK,12 W DOUGLAS,CONVERSE,WY,42.76,-105.63,AYERS NATURAL BRIDGE. (CYS)
2225,UNK,15 W GLENDO,CONVERSE,WY,42.5,-105.32,(CYS)
2239,UNK,23 SW GLENDO,ALBANY,WY,42.27,-105.34,MOVING SOUTHEAST (CYS)
2340,UNK,3 SW KIMBALL,KIMBALL,NE,41.2,-103.7,DEPUTY REPORTED THAT HE WAS WATCHING SOME ROTATION JUST TO THE SOUTHWEST OF KIMBALL WHEN IT BECAME RAIN WRAPPED AND HE LOST SIGHT OF IT. VERY HEAVY RAIN AND WIND HIT TH (CYS)
2340,UNK,3 W KIMBALL,KIMBALL,NE,41.23,-103.72,DEPUTY REPORTED THAT HE WAS WATCHING SOME ROTATION JUST TO THE WEST OF KIMBAL WHEN IT BECAME RAIN WRAPPED AND HE LOST SIGHT OF IT. VERY HEAVY RAIN AND WIND HIT THE TRUC (CYS)
0102,UNK,7 W STERLING,LOGAN,CO,40.63,-103.35,BRIEF TOUCHDOWN IN OPEN FIELD NEAR HWY 14. NO DAMAGE REPORTED. NO INJURIES. (BOU)
