Time,F-Scale,Location,County,State,Lat,Lon,Comments
2135,UNK,8 S PRESCOTT,YAVAPAI,AZ,34.46,-112.45,FUNNEL CLOUD AND WALL CLOUD REPORTED OVER BRADSHAW MOUNTAINS SOUTH OF PRESCOTT (FGZ)
