Time,F-Scale,Location,County,State,Lat,Lon,Comments
2100,UNK,6 S BROWN MILLS,BURLINGTON,NJ,39.89,-74.57,NATIONAL WEATHER SERVICE CONFIRMED AN F1 TORNADO IN NEW LISBON. TREES SNAPPED,PULLED OVER AND TWISTED. ROOF TORN OFF A CINDERBLOCK BUILDING. LIGHT STANDARDS TWISTED AN (PHI)
