Time,F-Scale,Location,County,State,Lat,Lon,Comments
1838,UNK,HURDS CORNER,LITCHFIELD,CT,41.62,-73.42,REPORTED BY NEW MILFORD POLICE. LOCATION WAS IN THE VICINITY OF LONG MOUNTAIN ROAD AND WEST MEETINGHOUSE ROAD IN THE TOWN OF NEW MILFORD. (ALY)
2100,UNK,NEW BRAINTREE,WORCESTER,MA,42.32,-72.13,EF-0 TORNADO TOUCHED DOWN NEAR BARR ROAD THEN TRAVELED NORTHEAST ABOUT 1.5 MILES BEFORE DISSIPATING JUST EAST OF WEST BROOKFIELD ROAD ACROSS THE STREET FROM THE POLICE (BOX)
