Time,F-Scale,Location,County,State,Lat,Lon,Comments
2122,UNK,COLUMBIA,HOWARD,MD,39.2,-76.86,PUBLIC REPORTED A TORNADO TOUCHDOWN IN EAST COLUMBIA (LWX)
