Time,F_Scale,Location,County,State,Lat,Lon,Comments
1929,UNK,1 WSW PETERSBURG,BOONE,NE,41.85,-98.1,SPOTTER REPORTED WATCHING A TORNADO QUICKLY DEVELOP AND DAMAGE A CENTER PIVOT IRRIGATION SYSTEM. ALSO NOTED AMPLE AMOUNTS OF GOLFBALL SIZE HAIL. (OAX)
1947,UNK,11 W MERRIMAN,CHERRY,NE,42.92,-101.92,GORDON RUSHVILLE FIRE DEPARTMENT REPORTED A LANDSPOUT TORNADO BRIEFLY TOUCHING DOWN. (LBF)
2205,UNK,7 WSW LAKEWOOD PARK,ST. LUCIE,FL,27.5,-80.5,TRAINED SPOTTER AND LOCAL BROADCAST MEDIA RELAYED REPORTS OF A TORNADO ON THE GROUND FOR SEVERAL MINUTES IN A FIELD ABOUT 2 MILES WEST OF I-95 IN FORT PIERCE. (MLB)
2219,UNK,7 WSW TREASURE COAST AI,ST. LUCIE,FL,27.46,-80.47,BASED ON PICTURES AND VIDEOS RECEIVED FROM TRAINED SPOTTERS... LOCAL BROADCAST MEDIA... AND THE PUBLIC... NWS MELBOURNE CAN CONFIRM THAT AN EF-0 TORNADO TOUCHED DOWN IN (MLB)
2342,UNK,3 W BELLE EAGLE,HAYWOOD,TN,35.68,-89.29,A DAMAGE SURVEY REVEALED THAT A TORNADO BRIEFLY TOUCHED DOWN IN THE COMMUNITY OF CHRISTMASVILLE... TN IN NORTHERN HAYWOOD COUNTY. THE TORNADO PRODUCED SOME ROOF DAMAGE (MEG)
