Time,F_Scale,Location,County,State,Lat,Lon,Comments
2330,UNK,2 SE Nara Visa,Quay,NM,35.59,-103.08,Landspout (non-mesocyclonic) tornado touched down briefly southeast of Nara Visa... NM. (ABQ)
0000,UNK,1 NE Petroglyph Nationa,Bernalillo,NM,35.14,-106.73,A brief landspout tornado was spotted on the mesa above Petroglyph National Monument. No damage occurred. Exact time and location were estimated. Report relayed via KRQ (ABQ)
